classe,fichier,contraste,bords,couleur,verdict
Fighter,rage_of_the_dragons_15006.jpg,51.0,22.64,71.1,garde
Fighter,rage_of_the_dragons_15007.jpg,49.0,22.29,67.7,garde
Fighter,rage_of_the_dragons_15008.jpg,52.2,23.67,69.3,garde
Fighter,rage_of_the_dragons_15009.jpg,49.3,23.67,73.9,garde
Fighter,rage_of_the_dragons_15010.jpg,52.0,23.23,68.9,garde
Fighter,rage_of_the_dragons_15011.jpg,51.0,22.34,69.5,garde
Fighter,rage_of_the_dragons_15012.jpg,48.0,21.64,72.4,garde
Fighter,rage_of_the_dragons_15013.jpg,47.3,21.26,72.3,garde
Fighter,rage_of_the_dragons_15014.jpg,50.9,22.82,69.4,doublon (dHash)
Fighter,rage_of_the_dragons_15015.jpg,51.7,22.55,70.3,garde
Fighter,rage_of_the_dragons_15016.jpg,49.3,22.21,71.5,garde
Fighter,rage_of_the_dragons_15017.jpg,47.4,21.17,70.1,garde
Fighter,rage_of_the_dragons_15018.jpg,50.7,21.99,66.9,garde
Fighter,rage_of_the_dragons_15019.jpg,50.9,22.73,68.1,garde
Fighter,rage_of_the_dragons_15020.jpg,65.6,22.62,75.1,garde
Fighter,rage_of_the_dragons_15021.jpg,53.1,23.18,71.4,garde
Fighter,rage_of_the_dragons_15022.jpg,51.6,24.14,75.6,garde
Fighter,rage_of_the_dragons_15023.jpg,48.2,23.68,78.6,garde
Fighter,rage_of_the_dragons_15024.jpg,48.1,23.83,73.0,garde
Fighter,rage_of_the_dragons_15025.jpg,48.2,23.93,69.7,garde
Fighter,rage_of_the_dragons_15026.jpg,48.5,24.41,72.5,garde
Fighter,rage_of_the_dragons_15027.jpg,48.4,24.03,69.8,garde
Fighter,rage_of_the_dragons_15028.jpg,59.3,21.93,96.9,garde
Fighter,rage_of_the_dragons_15029.jpg,48.5,22.63,68.0,garde
Fighter,rage_of_the_dragons_15030.jpg,47.3,23.51,70.3,garde
Fighter,rage_of_the_dragons_15031.jpg,79.2,25.40,65.5,garde
Fighter,rage_of_the_dragons_15032.jpg,48.8,23.51,70.6,doublon (dHash)
Fighter,rage_of_the_dragons_15033.jpg,47.5,23.61,70.4,garde
Fighter,rage_of_the_dragons_15034.jpg,52.4,24.92,75.5,garde
Fighter,rage_of_the_dragons_15035.jpg,53.2,23.38,91.0,garde
Fighter,rage_of_the_dragons_15036.jpg,46.0,23.72,74.3,garde
Fighter,rage_of_the_dragons_15037.jpg,48.7,24.07,72.1,garde
Fighter,rage_of_the_dragons_15038.jpg,50.2,22.65,66.5,garde
Fighter,rage_of_the_dragons_15039.jpg,46.5,21.70,69.3,garde
Fighter,rage_of_the_dragons_15040.jpg,63.0,18.58,54.7,garde
Fighter,rage_of_the_dragons_15041.jpg,49.3,22.55,67.4,garde
Fighter,rage_of_the_dragons_15042.jpg,47.8,22.07,72.1,garde
Fighter,rage_of_the_dragons_15043.jpg,48.3,23.16,73.4,garde
Fighter,rage_of_the_dragons_15044.jpg,51.7,24.13,70.5,doublon (dHash)
Fighter,rage_of_the_dragons_15045.jpg,47.9,23.44,75.9,doublon (dHash)
Fighter,rage_of_the_dragons_15046.jpg,51.5,24.46,71.9,garde
Fighter,rage_of_the_dragons_15047.jpg,52.9,25.30,72.1,garde
Fighter,rage_of_the_dragons_15048.jpg,68.1,17.87,45.1,garde
Fighter,rage_of_the_dragons_15049.jpg,61.5,19.88,29.8,garde
Fighter,rage_of_the_dragons_15050.jpg,57.0,20.91,64.0,doublon (dHash)
Fighter,rage_of_the_dragons_15051.jpg,41.9,11.02,64.0,garde
Fighter,rage_of_the_dragons_15052.jpg,52.3,19.96,47.4,garde
Fighter,rage_of_the_dragons_15053.jpg,52.0,19.99,47.2,garde
Fighter,rage_of_the_dragons_15054.jpg,56.3,24.49,63.5,garde
Fighter,rage_of_the_dragons_15055.jpg,56.7,22.10,82.1,garde
Fighter,rage_of_the_dragons_15056.jpg,50.4,18.91,45.8,garde
Fighter,rage_of_the_dragons_15057.jpg,50.0,19.70,47.9,garde
Fighter,rage_of_the_dragons_15058.jpg,50.1,19.70,47.0,garde
Fighter,rage_of_the_dragons_15059.jpg,51.6,18.93,46.3,garde
Fighter,rage_of_the_dragons_15060.jpg,52.8,20.11,48.3,garde
Fighter,rage_of_the_dragons_15061.jpg,52.8,19.83,49.0,garde
Fighter,rage_of_the_dragons_15062.jpg,52.1,19.44,50.3,garde
Fighter,rage_of_the_dragons_15063.jpg,52.1,19.36,49.2,garde
Fighter,rage_of_the_dragons_15064.jpg,49.1,18.00,48.6,garde
Fighter,rage_of_the_dragons_15065.jpg,48.7,17.99,47.1,garde
Fighter,rage_of_the_dragons_15066.jpg,50.3,18.97,48.3,garde
Fighter,rage_of_the_dragons_15067.jpg,49.4,20.43,52.2,garde
Fighter,rage_of_the_dragons_15068.jpg,84.0,19.54,63.4,garde
Fighter,rage_of_the_dragons_15069.jpg,58.2,20.99,49.5,garde
Fighter,rage_of_the_dragons_15070.jpg,50.3,19.57,45.5,garde
Fighter,rage_of_the_dragons_15071.jpg,49.6,19.55,45.3,garde
Fighter,rage_of_the_dragons_15072.jpg,51.1,21.10,47.1,garde
Fighter,rage_of_the_dragons_15073.jpg,50.3,19.43,45.1,garde
Fighter,rage_of_the_dragons_15074.jpg,48.8,19.78,46.6,garde
Fighter,rage_of_the_dragons_15075.jpg,51.1,20.68,45.7,garde
Fighter,rage_of_the_dragons_15076.jpg,50.4,20.38,45.6,garde
Fighter,rage_of_the_dragons_15077.jpg,52.5,19.86,50.7,garde
Fighter,rage_of_the_dragons_15078.jpg,51.2,19.93,45.6,garde
Fighter,rage_of_the_dragons_15079.jpg,49.1,19.90,46.4,garde
Fighter,rage_of_the_dragons_15080.jpg,50.5,18.87,49.7,garde
Fighter,rage_of_the_dragons_15081.jpg,51.0,19.58,50.3,garde
Fighter,rage_of_the_dragons_15082.jpg,49.5,19.08,49.3,garde
Fighter,rage_of_the_dragons_15083.jpg,50.0,19.85,52.9,garde
Fighter,rage_of_the_dragons_15084.jpg,49.3,19.60,49.7,garde
Fighter,rage_of_the_dragons_15085.jpg,48.8,19.79,49.2,garde
Fighter,rage_of_the_dragons_15086.jpg,50.1,20.18,49.4,doublon (dHash)
Fighter,rage_of_the_dragons_15087.jpg,49.3,19.41,50.4,garde
Fighter,rage_of_the_dragons_15088.jpg,50.2,19.50,50.9,garde
Fighter,rage_of_the_dragons_15089.jpg,48.4,19.41,50.9,garde
Fighter,rage_of_the_dragons_15090.jpg,47.6,19.14,49.8,garde
Fighter,rage_of_the_dragons_15091.jpg,48.2,20.43,50.0,garde
Fighter,rage_of_the_dragons_15092.jpg,48.5,20.64,50.7,garde
Fighter,rage_of_the_dragons_15093.jpg,50.4,21.55,52.8,garde
Fighter,rage_of_the_dragons_15094.jpg,50.8,20.37,49.1,garde
Fighter,rage_of_the_dragons_15095.jpg,50.9,20.25,50.8,garde
Fighter,rage_of_the_dragons_15096.jpg,50.0,19.46,48.0,garde
Fighter,rage_of_the_dragons_15097.jpg,50.3,19.81,51.2,garde
Fighter,rage_of_the_dragons_15098.jpg,46.0,16.63,47.4,garde
Fighter,rage_of_the_dragons_15099.jpg,49.1,19.10,50.3,garde
Fighter,rage_of_the_dragons_15100.jpg,47.8,18.89,47.6,garde
Fighter,rage_of_the_dragons_15101.jpg,65.7,18.88,55.7,garde
Fighter,rage_of_the_dragons_15102.jpg,51.3,20.29,50.0,garde
Fighter,rage_of_the_dragons_15103.jpg,45.5,18.10,47.0,garde
Fighter,rage_of_the_dragons_15104.jpg,45.7,19.06,46.4,doublon (dHash)
Fighter,rage_of_the_dragons_15105.jpg,46.7,18.75,47.4,garde
Fighter,rage_of_the_dragons_15106.jpg,47.2,19.33,47.8,garde
Fighter,rage_of_the_dragons_15107.jpg,46.8,18.18,40.9,garde
Fighter,rage_of_the_dragons_15108.jpg,46.5,18.86,41.3,garde
Fighter,rage_of_the_dragons_15109.jpg,46.6,18.58,41.5,garde
Fighter,rage_of_the_dragons_15110.jpg,46.9,19.33,42.0,garde
Fighter,rage_of_the_dragons_15111.jpg,48.9,20.14,42.5,garde
Fighter,rage_of_the_dragons_15112.jpg,49.4,19.51,41.8,garde
Fighter,rage_of_the_dragons_15113.jpg,47.2,19.31,42.1,garde
Fighter,rage_of_the_dragons_15114.jpg,47.1,18.99,41.5,garde
Fighter,rage_of_the_dragons_15115.jpg,50.4,20.25,42.0,garde
Fighter,rage_of_the_dragons_15116.jpg,49.0,20.04,41.1,garde
Fighter,rage_of_the_dragons_15117.jpg,49.2,19.71,42.5,garde
Fighter,rage_of_the_dragons_15118.jpg,49.3,19.18,42.5,garde
Fighter,rage_of_the_dragons_15119.jpg,49.1,19.20,42.5,doublon (dHash)
Fighter,rage_of_the_dragons_15120.jpg,49.6,19.65,43.2,garde
Fighter,rage_of_the_dragons_15121.jpg,55.2,23.30,60.2,garde
Fighter,rage_of_the_dragons_15122.jpg,56.7,22.28,88.0,garde
Fighter,rage_of_the_dragons_15123.jpg,46.3,19.15,42.5,garde
Fighter,rage_of_the_dragons_15124.jpg,50.2,20.23,42.6,garde
Fighter,rage_of_the_dragons_15125.jpg,49.6,21.11,42.8,garde
Fighter,rage_of_the_dragons_15126.jpg,49.6,20.51,48.5,garde
Fighter,rage_of_the_dragons_15127.jpg,50.7,20.29,48.0,garde
Fighter,rage_of_the_dragons_15128.jpg,49.1,19.66,40.9,garde
Fighter,rage_of_the_dragons_15129.jpg,49.0,20.53,42.6,garde
Fighter,rage_of_the_dragons_15130.jpg,49.0,20.43,43.6,garde
Fighter,rage_of_the_dragons_15131.jpg,48.7,20.51,42.0,garde
Fighter,rage_of_the_dragons_15132.jpg,48.4,20.56,43.0,doublon (dHash)
Fighter,rage_of_the_dragons_15133.jpg,54.2,20.77,43.6,garde
Fighter,rage_of_the_dragons_15134.jpg,50.2,19.86,41.9,garde
Fighter,rage_of_the_dragons_15135.jpg,49.8,20.88,42.3,garde
Fighter,rage_of_the_dragons_15136.jpg,46.7,19.62,40.9,garde
Fighter,rage_of_the_dragons_15137.jpg,49.8,20.88,41.7,garde
Fighter,rage_of_the_dragons_15138.jpg,49.0,20.43,40.3,garde
Fighter,rage_of_the_dragons_15139.jpg,50.9,21.30,48.4,garde
Fighter,rage_of_the_dragons_15140.jpg,49.4,21.35,46.5,garde
Fighter,rage_of_the_dragons_15141.jpg,45.2,19.21,40.0,garde
Fighter,rage_of_the_dragons_15142.jpg,64.3,30.98,62.7,garde
Fighter,rage_of_the_dragons_15143.jpg,48.1,18.65,41.4,garde
Fighter,rage_of_the_dragons_15144.jpg,50.5,21.11,47.4,garde
Fighter,rage_of_the_dragons_15145.jpg,50.8,20.77,43.3,garde
Fighter,rage_of_the_dragons_15146.jpg,47.9,19.61,49.8,garde
Fighter,rage_of_the_dragons_15147.jpg,47.0,20.07,43.0,garde
Fighter,rage_of_the_dragons_15148.jpg,47.5,20.08,45.3,garde
Fighter,rage_of_the_dragons_15149.jpg,47.9,20.89,46.3,garde
Fighter,rage_of_the_dragons_15150.jpg,48.9,21.13,47.9,garde
Fighter,rage_of_the_dragons_15151.jpg,49.6,20.90,45.0,garde
Fighter,rage_of_the_dragons_15152.jpg,49.4,21.00,45.8,garde
Fighter,rage_of_the_dragons_15153.jpg,50.5,20.66,54.7,garde
Fighter,rage_of_the_dragons_15154.jpg,52.2,21.17,48.8,garde
Fighter,rage_of_the_dragons_15155.jpg,47.7,18.37,45.9,garde
Fighter,rage_of_the_dragons_15156.jpg,46.7,18.94,45.7,garde
Fighter,rage_of_the_dragons_15157.jpg,46.8,19.88,46.0,garde
Fighter,rage_of_the_dragons_15158.jpg,48.0,19.57,46.1,garde
Fighter,rage_of_the_dragons_15159.jpg,47.9,18.93,48.8,doublon (dHash)
Fighter,rage_of_the_dragons_15160.jpg,47.0,19.40,50.7,garde
Fighter,rage_of_the_dragons_15161.jpg,56.5,19.91,44.7,garde
Fighter,rage_of_the_dragons_15162.jpg,56.5,19.47,48.2,garde
Fighter,rage_of_the_dragons_15163.jpg,56.6,19.81,54.8,garde
Fighter,rage_of_the_dragons_15164.jpg,56.9,19.76,47.6,garde
Fighter,rage_of_the_dragons_15165.jpg,57.0,21.75,58.6,garde
Fighter,rage_of_the_dragons_15166.jpg,56.7,19.38,47.4,garde
Fighter,rage_of_the_dragons_15167.jpg,56.8,18.08,47.9,garde
Fighter,rage_of_the_dragons_15168.jpg,56.8,19.17,47.3,garde
Fighter,rage_of_the_dragons_15169.jpg,59.0,18.60,46.4,garde
Fighter,rage_of_the_dragons_15170.jpg,59.7,19.87,46.2,garde
Fighter,rage_of_the_dragons_15171.jpg,59.8,18.58,46.2,garde
Fighter,rage_of_the_dragons_15172.jpg,57.2,18.51,46.6,garde
Fighter,rage_of_the_dragons_15173.jpg,61.2,18.74,46.3,garde
Fighter,rage_of_the_dragons_15174.jpg,59.4,20.12,48.4,garde
Fighter,rage_of_the_dragons_15175.jpg,59.7,18.92,46.3,garde
Fighter,rage_of_the_dragons_15176.jpg,59.9,17.89,46.0,garde
Fighter,rage_of_the_dragons_15177.jpg,57.9,19.95,47.4,garde
Fighter,rage_of_the_dragons_15178.jpg,56.9,18.28,47.1,garde
Fighter,rage_of_the_dragons_15179.jpg,58.9,19.64,47.4,garde
Fighter,rage_of_the_dragons_15180.jpg,59.5,19.61,45.5,garde
Fighter,rage_of_the_dragons_15181.jpg,61.9,17.82,68.5,garde
Fighter,rage_of_the_dragons_15182.jpg,61.1,19.43,45.4,garde
Fighter,rage_of_the_dragons_15183.jpg,60.0,19.28,46.0,garde
Fighter,rage_of_the_dragons_15184.jpg,60.2,18.43,45.8,garde
Fighter,rage_of_the_dragons_15185.jpg,61.7,19.57,46.8,garde
Fighter,rage_of_the_dragons_15186.jpg,59.8,17.71,48.6,garde
Fighter,rage_of_the_dragons_15187.jpg,60.4,17.75,45.8,garde
Fighter,rage_of_the_dragons_15188.jpg,59.2,19.74,46.7,garde
Fighter,rage_of_the_dragons_15189.jpg,63.0,19.14,44.9,garde
Fighter,rage_of_the_dragons_15190.jpg,59.4,19.09,44.3,garde
Fighter,rage_of_the_dragons_15191.jpg,59.0,17.75,45.0,garde
Fighter,rage_of_the_dragons_15192.jpg,55.3,17.14,42.9,garde
Fighter,rage_of_the_dragons_15193.jpg,60.0,17.92,44.1,garde
Fighter,rage_of_the_dragons_15194.jpg,60.8,20.33,47.9,garde
Fighter,rage_of_the_dragons_15195.jpg,59.9,19.24,45.9,garde
Fighter,rage_of_the_dragons_15196.jpg,59.5,18.57,46.6,garde
Fighter,rage_of_the_dragons_15197.jpg,59.5,19.47,47.3,garde
Fighter,rage_of_the_dragons_15198.jpg,58.8,20.23,43.0,garde
Fighter,rage_of_the_dragons_15199.jpg,55.5,18.86,43.0,garde
Fighter,rage_of_the_dragons_15200.jpg,64.0,32.21,65.4,garde
Fighter,rage_of_the_dragons_15201.jpg,58.3,19.18,43.0,garde
Fighter,rage_of_the_dragons_15202.jpg,57.4,18.57,48.1,garde
Fighter,rage_of_the_dragons_15203.jpg,58.8,19.48,45.8,garde
Fighter,rage_of_the_dragons_15204.jpg,58.9,19.52,45.5,garde
Fighter,rage_of_the_dragons_15205.jpg,58.4,19.19,45.2,garde
Fighter,rage_of_the_dragons_15206.jpg,58.5,19.92,46.1,garde
Fighter,rage_of_the_dragons_15207.jpg,47.8,15.91,60.9,garde
Fighter,rage_of_the_dragons_15208.jpg,45.1,14.47,69.9,garde
Fighter,rage_of_the_dragons_15209.jpg,48.0,15.71,62.8,garde
Fighter,rage_of_the_dragons_15210.jpg,59.6,20.51,48.9,garde
Fighter,rage_of_the_dragons_15211.jpg,59.0,18.32,49.4,garde
Fighter,rage_of_the_dragons_15212.jpg,55.2,20.28,50.8,garde
Fighter,rage_of_the_dragons_15213.jpg,58.8,19.69,74.9,garde
Fighter,rage_of_the_dragons_15214.jpg,60.0,18.48,49.2,garde
Fighter,rage_of_the_dragons_15215.jpg,57.9,19.51,52.0,garde
Fighter,rage_of_the_dragons_15216.jpg,58.1,19.36,51.1,garde
Fighter,rage_of_the_dragons_15217.jpg,58.4,18.49,50.6,garde
Fighter,rage_of_the_dragons_15218.jpg,59.8,18.06,47.2,garde
Fighter,rage_of_the_dragons_15219.jpg,59.2,20.25,49.3,garde
Fighter,rage_of_the_dragons_15220.jpg,57.7,18.38,47.4,garde
Fighter,rage_of_the_dragons_15221.jpg,59.7,19.07,45.6,garde
Fighter,rage_of_the_dragons_15222.jpg,59.6,19.48,47.8,garde
Fighter,rage_of_the_dragons_15223.jpg,56.7,19.91,48.8,garde
Fighter,rage_of_the_dragons_15224.jpg,48.6,14.49,67.9,garde
Fighter,rage_of_the_dragons_15225.jpg,48.7,16.13,67.6,garde
Fighter,rage_of_the_dragons_15226.jpg,55.2,19.22,48.5,garde
Fighter,rage_of_the_dragons_15227.jpg,54.6,19.87,58.3,garde
Fighter,rage_of_the_dragons_15228.jpg,56.6,20.16,51.5,garde
Fighter,rage_of_the_dragons_15229.jpg,56.7,18.91,48.6,garde
Fighter,rage_of_the_dragons_15230.jpg,57.3,19.32,49.8,garde
Fighter,rage_of_the_dragons_15231.jpg,55.9,19.53,51.0,garde
Fighter,rage_of_the_dragons_15232.jpg,60.0,18.10,46.0,garde
Fighter,rage_of_the_dragons_15233.jpg,56.1,20.35,52.4,garde
Fighter,rage_of_the_dragons_15234.jpg,53.9,18.23,48.0,garde
Fighter,rage_of_the_dragons_15235.jpg,61.2,19.53,45.2,garde
Fighter,rage_of_the_dragons_15236.jpg,59.8,19.00,45.6,garde
Fighter,rage_of_the_dragons_15237.jpg,57.5,19.45,46.0,garde
Fighter,rage_of_the_dragons_15238.jpg,52.6,18.61,46.4,garde
Fighter,rage_of_the_dragons_15239.jpg,54.6,19.24,45.0,garde
Fighter,rage_of_the_dragons_15240.jpg,71.0,18.88,59.2,garde
Fighter,rage_of_the_dragons_15241.jpg,51.9,19.10,44.9,garde
Fighter,rage_of_the_dragons_15242.jpg,54.3,19.62,47.8,garde
Fighter,rage_of_the_dragons_15243.jpg,55.7,18.63,38.0,garde
Fighter,rage_of_the_dragons_15244.jpg,56.6,18.16,41.9,garde
Fighter,rage_of_the_dragons_15245.jpg,58.4,20.48,42.6,garde
Fighter,rage_of_the_dragons_15246.jpg,55.9,19.38,38.1,garde
Fighter,rage_of_the_dragons_15247.jpg,55.9,19.24,40.1,garde
Fighter,rage_of_the_dragons_15248.jpg,57.0,19.55,39.7,garde
Fighter,rage_of_the_dragons_15249.jpg,54.7,18.55,41.1,garde
Fighter,rage_of_the_dragons_15250.jpg,57.7,18.88,41.9,garde
Fighter,rage_of_the_dragons_15251.jpg,56.8,19.74,45.4,garde
Fighter,rage_of_the_dragons_15252.jpg,57.9,19.98,42.6,garde
Fighter,rage_of_the_dragons_15253.jpg,56.4,18.49,40.2,garde
Fighter,rage_of_the_dragons_15254.jpg,60.1,19.15,41.3,garde
Fighter,rage_of_the_dragons_15255.jpg,59.3,21.32,54.0,garde
Fighter,rage_of_the_dragons_15256.jpg,56.2,19.29,42.7,garde
Fighter,rage_of_the_dragons_15257.jpg,58.9,19.24,41.0,garde
Fighter,rage_of_the_dragons_15258.jpg,61.8,18.83,41.2,garde
Fighter,rage_of_the_dragons_15259.jpg,61.4,20.28,45.0,garde
Fighter,rage_of_the_dragons_15260.jpg,48.3,16.52,40.6,garde
Fighter,rage_of_the_dragons_15261.jpg,57.8,19.13,42.9,garde
Fighter,rage_of_the_dragons_15262.jpg,56.3,19.51,43.2,garde
Fighter,rage_of_the_dragons_15263.jpg,58.1,19.28,40.9,garde
Fighter,rage_of_the_dragons_15264.jpg,57.4,19.33,40.6,garde
Fighter,rage_of_the_dragons_15265.jpg,57.5,18.95,40.0,garde
Fighter,rage_of_the_dragons_15266.jpg,59.8,18.14,40.3,garde
Fighter,rage_of_the_dragons_15267.jpg,59.2,17.77,38.2,garde
Fighter,rage_of_the_dragons_15268.jpg,56.2,18.89,44.2,garde
Fighter,rage_of_the_dragons_15269.jpg,53.3,19.06,44.6,garde
Fighter,rage_of_the_dragons_15270.jpg,58.0,19.67,43.8,garde
Fighter,rage_of_the_dragons_15271.jpg,59.0,19.39,43.0,garde
Fighter,rage_of_the_dragons_15272.jpg,57.1,18.72,43.7,garde
Fighter,rage_of_the_dragons_15273.jpg,57.5,19.58,45.9,garde
Fighter,rage_of_the_dragons_15274.jpg,58.2,18.92,44.2,garde
Fighter,rage_of_the_dragons_15275.jpg,55.0,31.77,73.5,garde
Fighter,rage_of_the_dragons_15276.jpg,58.6,18.64,42.0,garde
Fighter,rage_of_the_dragons_15277.jpg,61.9,23.84,88.7,garde
Fighter,rage_of_the_dragons_15278.jpg,54.2,16.97,39.9,garde
Fighter,rage_of_the_dragons_15279.jpg,58.6,20.42,45.8,garde
Fighter,rage_of_the_dragons_15280.jpg,57.6,19.41,46.2,garde
Fighter,rage_of_the_dragons_15281.jpg,57.8,18.00,43.5,garde
Fighter,rage_of_the_dragons_15282.jpg,54.4,19.49,46.0,garde
Fighter,rage_of_the_dragons_15283.jpg,53.4,18.69,49.1,garde
Fighter,rage_of_the_dragons_15284.jpg,54.3,19.82,52.9,garde
Fighter,rage_of_the_dragons_15285.jpg,50.6,22.05,57.9,garde
Fighter,rage_of_the_dragons_15286.jpg,51.3,21.34,60.7,garde
Fighter,rage_of_the_dragons_15287.jpg,45.8,20.45,62.1,doublon (dHash)
Fighter,rage_of_the_dragons_15288.jpg,46.6,20.50,62.4,garde
Fighter,rage_of_the_dragons_15289.jpg,47.9,20.74,60.0,garde
Fighter,rage_of_the_dragons_15290.jpg,48.2,21.89,66.1,garde
Fighter,rage_of_the_dragons_15291.jpg,45.7,20.37,58.2,doublon (dHash)
Fighter,rage_of_the_dragons_15292.jpg,47.0,20.32,59.0,garde
Fighter,rage_of_the_dragons_15293.jpg,47.8,21.14,59.0,garde
Fighter,rage_of_the_dragons_15294.jpg,47.4,20.30,58.7,garde
Fighter,rage_of_the_dragons_15295.jpg,46.3,21.15,60.2,garde
Fighter,rage_of_the_dragons_15296.jpg,47.4,20.34,58.5,garde
Fighter,rage_of_the_dragons_15297.jpg,47.8,20.41,64.2,doublon (dHash)
Fighter,rage_of_the_dragons_15298.jpg,46.8,21.08,57.9,garde
Fighter,rage_of_the_dragons_15299.jpg,40.9,14.62,61.3,garde
Fighter,rage_of_the_dragons_15300.jpg,42.6,13.65,66.2,garde
Fighter,rage_of_the_dragons_15301.jpg,47.1,20.51,59.0,garde
Fighter,rage_of_the_dragons_15302.jpg,48.7,19.92,56.0,garde
Fighter,rage_of_the_dragons_15303.jpg,48.2,19.77,57.5,garde
Fighter,rage_of_the_dragons_15304.jpg,47.6,18.03,52.6,garde
Fighter,rage_of_the_dragons_15305.jpg,49.1,21.41,57.4,garde
Fighter,rage_of_the_dragons_15306.jpg,45.5,19.67,57.6,garde
Fighter,rage_of_the_dragons_15307.jpg,50.3,19.98,57.4,garde
Fighter,rage_of_the_dragons_15308.jpg,51.3,19.77,57.6,garde
Fighter,rage_of_the_dragons_15309.jpg,49.3,19.33,57.6,garde
Fighter,rage_of_the_dragons_15310.jpg,54.3,20.18,53.8,garde
Fighter,rage_of_the_dragons_15311.jpg,49.0,19.87,53.2,garde
Fighter,rage_of_the_dragons_15312.jpg,47.5,21.76,54.9,garde
Fighter,rage_of_the_dragons_15313.jpg,48.4,21.43,55.9,garde
Fighter,rage_of_the_dragons_15314.jpg,46.2,20.74,58.8,garde
Fighter,rage_of_the_dragons_15315.jpg,44.5,16.73,58.6,garde
Fighter,rage_of_the_dragons_15316.jpg,42.8,15.09,58.1,garde
Fighter,rage_of_the_dragons_15317.jpg,44.1,14.40,58.4,garde
Fighter,rage_of_the_dragons_15318.jpg,49.1,20.70,56.5,garde
Fighter,rage_of_the_dragons_15319.jpg,47.6,20.68,59.3,garde
Fighter,rage_of_the_dragons_15320.jpg,45.4,22.62,56.7,garde
Fighter,rage_of_the_dragons_15321.jpg,44.7,20.21,59.5,garde
Fighter,rage_of_the_dragons_15322.jpg,44.2,14.18,59.7,garde
Fighter,rage_of_the_dragons_15323.jpg,42.9,14.76,59.1,garde
Fighter,rage_of_the_dragons_15324.jpg,49.5,20.75,55.4,garde
Fighter,rage_of_the_dragons_15325.jpg,46.6,19.68,57.5,garde
Fighter,rage_of_the_dragons_15326.jpg,47.5,20.47,58.0,garde
Fighter,rage_of_the_dragons_15327.jpg,48.2,20.63,56.9,garde
Fighter,rage_of_the_dragons_15328.jpg,50.3,21.38,57.5,doublon (dHash)
Fighter,rage_of_the_dragons_15329.jpg,46.5,20.87,59.4,garde
Fighter,rage_of_the_dragons_15330.jpg,45.8,18.44,59.2,garde
Fighter,rage_of_the_dragons_15331.jpg,49.1,17.69,52.4,garde
Fighter,rage_of_the_dragons_15332.jpg,46.8,19.61,55.7,garde
Fighter,rage_of_the_dragons_15333.jpg,48.0,19.81,52.0,garde
Fighter,rage_of_the_dragons_15334.jpg,48.4,21.45,58.5,garde
Fighter,rage_of_the_dragons_15335.jpg,46.9,19.72,56.5,garde
Fighter,rage_of_the_dragons_15336.jpg,45.8,19.77,55.9,garde
Fighter,rage_of_the_dragons_15337.jpg,48.3,20.51,53.4,garde
Fighter,rage_of_the_dragons_15338.jpg,46.8,20.29,55.8,garde
Fighter,rage_of_the_dragons_15339.jpg,47.9,20.94,56.4,garde
Fighter,rage_of_the_dragons_15340.jpg,46.0,20.56,57.9,garde
Fighter,rage_of_the_dragons_15341.jpg,46.3,19.34,57.9,garde
Fighter,rage_of_the_dragons_15342.jpg,45.9,19.88,59.4,garde
Fighter,rage_of_the_dragons_15343.jpg,45.3,18.08,56.3,garde
Fighter,rage_of_the_dragons_15344.jpg,48.3,19.88,56.8,garde
Fighter,rage_of_the_dragons_15345.jpg,45.8,20.67,57.3,garde
Fighter,rage_of_the_dragons_15346.jpg,49.3,19.15,57.2,garde
Fighter,rage_of_the_dragons_15347.jpg,47.1,20.59,58.2,garde
Fighter,rage_of_the_dragons_15348.jpg,51.6,20.15,54.6,garde
Fighter,rage_of_the_dragons_15349.jpg,48.8,20.00,54.5,garde
Fighter,rage_of_the_dragons_15350.jpg,47.2,20.81,55.7,garde
Fighter,rage_of_the_dragons_15351.jpg,45.7,20.32,55.3,garde
Fighter,rage_of_the_dragons_15352.jpg,47.6,20.96,56.4,garde
Fighter,rage_of_the_dragons_15353.jpg,49.7,19.50,55.6,garde
Fighter,rage_of_the_dragons_15354.jpg,47.5,16.54,52.9,garde
Fighter,rage_of_the_dragons_15355.jpg,45.0,21.19,55.1,garde
Fighter,rage_of_the_dragons_15356.jpg,45.5,21.27,56.4,garde
Fighter,rage_of_the_dragons_15357.jpg,45.4,21.01,56.0,garde
Fighter,rage_of_the_dragons_15358.jpg,46.1,20.64,55.3,garde
Fighter,rage_of_the_dragons_15359.jpg,54.0,20.36,62.2,garde
Fighter,rage_of_the_dragons_15360.jpg,44.7,20.11,53.8,garde
Fighter,rage_of_the_dragons_15361.jpg,46.3,21.11,56.6,garde
Fighter,rage_of_the_dragons_15362.jpg,44.1,21.18,56.4,garde
Fighter,rage_of_the_dragons_15363.jpg,45.8,20.94,55.4,garde
Fighter,rage_of_the_dragons_15364.jpg,46.9,21.78,61.0,garde
Fighter,rage_of_the_dragons_15365.jpg,43.6,20.00,54.1,garde
Fighter,rage_of_the_dragons_15366.jpg,43.7,20.73,54.2,garde
Fighter,rage_of_the_dragons_15367.jpg,50.5,21.00,70.6,garde
Fighter,rage_of_the_dragons_15368.jpg,46.9,18.56,48.6,garde
Fighter,rage_of_the_dragons_15369.jpg,45.6,21.43,55.4,garde
Fighter,rage_of_the_dragons_15370.jpg,44.6,20.61,54.8,garde
